transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,gender,past_3_years_bike_related_purchases,age,age_group,job_title,job_industry_category,wealth_segment,owns_car,postcode,state,property_valuation,country,recency,owns_car_flag
6908,84,1364,1/30/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,12/18/2004,75.48,Male,99,43,40-50,Junior Executive,Manufacturing,Mass Customer,No,3222,Victoria,6,Australia,334,0
4628,46,3366,11/16/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,4/12/2009,1215.34,Male,98,46,40-50,Technical Writer,Manufacturing,Mass Customer,Yes,2144,New South Wales,7,Australia,44,1
13559,23,3366,11/5/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,11/22/2016,75.75,Male,98,46,40-50,Technical Writer,Manufacturing,Mass Customer,Yes,2144,New South Wales,7,Australia,55,1
13877,37,727,10/30/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,7/20/1999,1544.61,Male,98,43,40-50,Senior Editor,Manufacturing,Mass Customer,No,3551,Victoria,3,Australia,61,0
13105,24,727,9/21/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,5/7/2011,957.02,Male,98,43,40-50,Senior Editor,Manufacturing,Mass Customer,No,3551,Victoria,3,Australia,100,0
1066,59,727,7/27/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,733.58,7/20/1993,327.98,Male,98,43,40-50,Senior Editor,Manufacturing,Mass Customer,No,3551,Victoria,3,Australia,156,0
356,88,727,7/9/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36,Male,98,43,40-50,Senior Editor,Manufacturing,Mass Customer,No,3551,Victoria,3,Australia,174,0
396,88,3366,6/27/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,11/3/2000,817.36,Male,98,46,40-50,Technical Writer,Manufacturing,Mass Customer,Yes,2144,New South Wales,7,Australia,186,1
13812,92,3366,6/16/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1/5/2003,155.65,Male,98,46,40-50,Technical Writer,Manufacturing,Mass Customer,Yes,2144,New South Wales,7,Australia,197,1
10512,47,727,2/26/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,10/1/2006,189.28,Male,98,43,40-50,Senior Editor,Manufacturing,Mass Customer,No,3551,Victoria,3,Australia,307,0
2325,28,727,1/23/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,8/5/1991,133.78,Male,98,43,40-50,Senior Editor,Manufacturing,Mass Customer,No,3551,Victoria,3,Australia,341,0
2275,3,92,11/26/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,7/20/1999,1702.55,Female,98,41,40-50,Recruiting Manager,Health,Mass Customer,No,3133,Victoria,10,Australia,34,0
3546,12,92,11/16/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,7/20/1993,1069.55,Female,98,41,40-50,Recruiting Manager,Health,Mass Customer,No,3133,Victoria,10,Australia,44,0
186,17,2582,11/8/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,11/9/1996,409.86,Male,98,44,40-50,Director of Sales,Health,Mass Customer,No,4216,QLD,7,Australia,52,0
11172,88,2582,10/16/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36,Male,98,44,40-50,Director of Sales,Health,Mass Customer,No,4216,QLD,7,Australia,75,0
12626,10,2582,8/24/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,3/3/2014,1103.43,Male,98,44,40-50,Director of Sales,Health,Mass Customer,No,4216,QLD,7,Australia,128,0
7714,86,2582,6/27/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,8/7/2004,110.56,Male,98,44,40-50,Director of Sales,Health,Mass Customer,No,4216,QLD,7,Australia,186,0
16252,87,2582,3/2/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,8/25/1997,471.6,Male,98,44,40-50,Director of Sales,Health,Mass Customer,No,4216,QLD,7,Australia,303,0
14106,20,92,1/14/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,3/3/2014,195.34,Female,98,41,40-50,Recruiting Manager,Health,Mass Customer,No,3133,Victoria,10,Australia,350,0
19132,24,2567,10/20/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,5/7/2011,957.02,Male,97,46,40-50,Systems Administrator IV,Financial Services,Mass Customer,No,2705,New South Wales,5,Australia,71,0
900,77,2567,8/9/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1/10/2011,445.21,Male,97,46,40-50,Systems Administrator IV,Financial Services,Mass Customer,No,2705,New South Wales,5,Australia,143,0
2038,60,2567,3/29/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,8/24/2011,217.51,Male,97,46,40-50,Systems Administrator IV,Financial Services,Mass Customer,No,2705,New South Wales,5,Australia,276,0
374,15,2567,3/7/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,12/7/2005,209.84,Male,97,46,40-50,Systems Administrator IV,Financial Services,Mass Customer,No,2705,New South Wales,5,Australia,298,0
1945,7,2244,10/28/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,9/28/2004,745.94,Male,97,49,40-50,Software Test Engineer III,Manufacturing,Mass Customer,No,2092,New South Wales,10,Australia,63,0
2005,42,2244,7/29/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,3/19/2008,199.1,Male,97,49,40-50,Software Test Engineer III,Manufacturing,Mass Customer,No,2092,New South Wales,10,Australia,154,0
19302,40,2244,7/19/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2/2/2006,583.27,Male,97,49,40-50,Software Test Engineer III,Manufacturing,Mass Customer,No,2092,New South Wales,10,Australia,164,0
7175,76,2244,5/2/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,10/10/2014,128.46,Male,97,49,40-50,Software Test Engineer III,Manufacturing,Mass Customer,No,2092,New South Wales,10,Australia,242,0
9450,80,2244,4/21/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1/25/1997,139.23,Male,97,49,40-50,Software Test Engineer III,Manufacturing,Mass Customer,No,2092,New South Wales,10,Australia,253,0
6420,98,1444,11/22/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1/16/2004,143.36,Male,97,46,40-50,Payment Adjustment Coordinator,Health,Mass Customer,No,2323,New South Wales,5,Australia,38,0
16838,42,2317,11/7/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,5/9/2011,199.1,Male,97,45,40-50,Tax Accountant,Health,Mass Customer,Yes,3116,Victoria,9,Australia,53,1
16281,31,1444,9/28/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,11/10/2006,57.73,Male,97,46,40-50,Payment Adjustment Coordinator,Health,Mass Customer,No,2323,New South Wales,5,Australia,93,0
19580,27,1444,9/27/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,6/23/1999,110.81,Male,97,46,40-50,Payment Adjustment Coordinator,Health,Mass Customer,No,2323,New South Wales,5,Australia,94,0
15537,4,2317,9/16/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2/7/2003,451.65,Male,97,45,40-50,Tax Accountant,Health,Mass Customer,Yes,3116,Victoria,9,Australia,105,1
17043,72,1164,7/30/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1/10/2011,90.1,Female,97,44,40-50,Food Chemist,Health,Mass Customer,Yes,3142,Victoria,9,Australia,153,1
1284,38,2317,7/29/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,3/16/2011,751.02,Male,97,45,40-50,Tax Accountant,Health,Mass Customer,Yes,3116,Victoria,9,Australia,154,1
9353,45,2317,7/11/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,84.99,4/12/1993,356.5,Male,97,45,40-50,Tax Accountant,Health,Mass Customer,Yes,3116,Victoria,9,Australia,172,1
5932,41,1164,5/30/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,312.74,5/10/1997,104.24,Female,97,44,40-50,Food Chemist,Health,Mass Customer,Yes,3142,Victoria,9,Australia,214,1
12210,24,2317,5/23/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,11/10/1991,957.02,Male,97,45,40-50,Tax Accountant,Health,Mass Customer,Yes,3116,Victoria,9,Australia,221,1
10725,58,1444,5/11/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12,Male,97,46,40-50,Payment Adjustment Coordinator,Health,Mass Customer,No,2323,New South Wales,5,Australia,233,0
7836,70,1444,5/2/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,4/11/2015,198.29,Male,97,46,40-50,Payment Adjustment Coordinator,Health,Mass Customer,No,2323,New South Wales,5,Australia,242,0
6313,14,1164,2/14/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,8/5/2003,152.55,Female,97,44,40-50,Food Chemist,Health,Mass Customer,Yes,3142,Victoria,9,Australia,319,1
4439,67,3420,12/25/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,10/2/1992,167.21,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,5,1
10913,4,3420,11/14/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,8/9/2005,451.65,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,46,1
7186,71,3420,9/30/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,5/22/2000,737.17,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,91,1
13137,84,3420,7/24/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,12/18/2004,75.48,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,159,1
10497,65,3420,7/5/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,12/6/2016,1028.76,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,178,1
19874,2,3420,5/28/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,12/2/2012,17.87,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,216,1
17188,21,3420,4/22/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,4/5/1996,690.49,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,252,1
18658,51,3420,4/15/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1/21/1991,802.26,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,259,1
669,68,3420,4/7/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,5/22/2000,1592.19,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,267,1
15146,78,3420,3/9/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,12/18/2004,1055.82,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,296,1
4322,47,3420,2/16/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,6/4/2012,189.28,Male,96,41,40-50,Financial Advisor,Financial Services,Mass Customer,Yes,4118,QLD,5,Australia,317,1
13447,58,1684,12/14/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12,Female,96,42,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4209,QLD,5,Australia,16,0
14822,54,1761,12/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1/21/1991,1279.4,Female,96,47,40-50,Legal Assistant,Manufacturing,Mass Customer,Yes,2170,New South Wales,9,Australia,18,1
19371,23,1684,12/5/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,10/2/1993,75.75,Female,96,42,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4209,QLD,5,Australia,25,0
16313,9,1684,11/28/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/7/1991,75.14,Female,96,42,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4209,QLD,5,Australia,32,0
12715,81,1717,11/14/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,7/10/1991,64.51,Male,96,43,40-50,Civil Engineer,Manufacturing,Mass Customer,No,3205,Victoria,8,Australia,46,0
8854,11,1761,11/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,8/4/2007,509.97,Female,96,47,40-50,Legal Assistant,Manufacturing,Mass Customer,Yes,2170,New South Wales,9,Australia,50,1
5661,67,1684,11/3/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,10/22/2005,167.21,Female,96,42,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4209,QLD,5,Australia,57,0
4064,96,1761,10/25/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,8/10/1994,129.01,Female,96,47,40-50,Legal Assistant,Manufacturing,Mass Customer,Yes,2170,New South Wales,9,Australia,66,1
12060,59,1684,9/18/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,733.58,7/20/1993,327.98,Female,96,42,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4209,QLD,5,Australia,103,0
14880,45,226,9/5/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,84.99,4/12/1993,356.5,Male,96,44,40-50,Database Administrator IV,Manufacturing,Mass Customer,No,2519,New South Wales,7,Australia,116,0
1455,36,1761,9/3/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,507.58,5/10/1997,437.46,Female,96,47,40-50,Legal Assistant,Manufacturing,Mass Customer,Yes,2170,New South Wales,9,Australia,118,1
4884,35,1717,7/2/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,7/12/1994,903.11,Male,96,43,40-50,Civil Engineer,Manufacturing,Mass Customer,No,3205,Victoria,8,Australia,181,0
16459,86,1717,4/9/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,8/7/2004,110.56,Male,96,43,40-50,Civil Engineer,Manufacturing,Mass Customer,No,3205,Victoria,8,Australia,265,0
1342,88,226,4/3/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36,Male,96,44,40-50,Database Administrator IV,Manufacturing,Mass Customer,No,2519,New South Wales,7,Australia,271,0
17498,35,1761,3/29/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,12/19/1995,903.11,Female,96,47,40-50,Legal Assistant,Manufacturing,Mass Customer,Yes,2170,New South Wales,9,Australia,276,1
4007,64,1717,3/6/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,5/18/2012,872.89,Male,96,43,40-50,Civil Engineer,Manufacturing,Mass Customer,No,3205,Victoria,8,Australia,299,0
6480,72,1684,2/28/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,12/6/2016,90.1,Female,96,42,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4209,QLD,5,Australia,305,0
14294,28,2075,12/26/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,8/5/1991,133.78,Female,95,48,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4558,QLD,4,Australia,4,0
7307,14,2075,11/20/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,8/5/2003,152.55,Female,95,48,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4558,QLD,4,Australia,40,0
8010,87,2075,7/19/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,8/25/1997,471.6,Female,95,48,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4558,QLD,4,Australia,164,0
11719,37,2075,7/12/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,7/20/1999,1544.61,Female,95,48,40-50,Environmental Tech,Manufacturing,Mass Customer,No,4558,QLD,4,Australia,171,0
11970,15,3144,10/27/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,11/9/1996,209.84,Male,94,43,40-50,Programmer Analyst III,Manufacturing,Mass Customer,Yes,3807,Victoria,9,Australia,64,1
17758,36,3144,8/1/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,3/16/2011,437.46,Male,94,43,40-50,Programmer Analyst III,Manufacturing,Mass Customer,Yes,3807,Victoria,9,Australia,151,1
3514,2,3144,7/12/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,12/2/2012,17.87,Male,94,43,40-50,Programmer Analyst III,Manufacturing,Mass Customer,Yes,3807,Victoria,9,Australia,171,1
4129,31,1429,11/29/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,7/12/1994,57.73,Male,94,41,40-50,Legal Assistant,Health,Mass Customer,Yes,2794,New South Wales,2,Australia,31,1
4709,84,1429,5/23/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,4/20/1993,75.48,Male,94,41,40-50,Legal Assistant,Health,Mass Customer,Yes,2794,New South Wales,2,Australia,221,1
2856,31,1429,5/1/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,7/20/1999,57.73,Male,94,41,40-50,Legal Assistant,Health,Mass Customer,Yes,2794,New South Wales,2,Australia,243,1
7668,34,1429,3/21/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,7/12/1994,309.81,Male,94,41,40-50,Legal Assistant,Health,Mass Customer,Yes,2794,New South Wales,2,Australia,284,1
16683,60,1429,3/5/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,5/18/2012,217.51,Male,94,41,40-50,Legal Assistant,Health,Mass Customer,Yes,2794,New South Wales,2,Australia,300,1
12781,98,1429,1/4/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,8/10/1994,143.36,Male,94,41,40-50,Legal Assistant,Health,Mass Customer,Yes,2794,New South Wales,2,Australia,360,1
11470,42,2452,12/21/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,6/4/2012,199.1,Female,93,46,40-50,Chemical Engineer,Manufacturing,Mass Customer,Yes,3043,Victoria,7,Australia,9,1
14865,91,2452,11/25/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,75.26,1/16/2004,25.09,Female,93,46,40-50,Chemical Engineer,Manufacturing,Mass Customer,Yes,3043,Victoria,7,Australia,35,1
6434,58,2452,11/15/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12,Female,93,46,40-50,Chemical Engineer,Manufacturing,Mass Customer,Yes,3043,Victoria,7,Australia,45,1
16442,70,3474,10/20/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,7/26/1999,198.29,Male,93,42,40-50,Assistant Manager,Manufacturing,Mass Customer,No,4515,QLD,1,Australia,71,0
17218,23,2207,10/17/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,5/7/2011,75.75,Female,93,42,40-50,Web Designer IV,Manufacturing,Mass Customer,Yes,4121,QLD,8,Australia,74,1
9146,4,2207,9/21/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,9/28/2004,451.65,Female,93,42,40-50,Web Designer IV,Manufacturing,Mass Customer,Yes,4121,QLD,8,Australia,100,1
9955,15,3474,9/10/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,3/12/2013,209.84,Male,93,42,40-50,Assistant Manager,Manufacturing,Mass Customer,No,4515,QLD,1,Australia,111,0
1976,3,3474,8/26/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,5/21/2015,1702.55,Male,93,42,40-50,Assistant Manager,Manufacturing,Mass Customer,No,4515,QLD,1,Australia,126,0
1390,49,3474,8/15/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,10/4/1997,133.38,Male,93,42,40-50,Assistant Manager,Manufacturing,Mass Customer,No,4515,QLD,1,Australia,137,0
16803,5,3474,7/13/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/7/2004,114.93,Male,93,42,40-50,Assistant Manager,Manufacturing,Mass Customer,No,4515,QLD,1,Australia,170,0
5958,73,2207,6/29/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,333.18,5/22/2000,1612.25,Female,93,42,40-50,Web Designer IV,Manufacturing,Mass Customer,Yes,4121,QLD,8,Australia,184,1
18481,69,2207,6/17/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,10/24/1995,198.22,Female,93,42,40-50,Web Designer IV,Manufacturing,Mass Customer,Yes,4121,QLD,8,Australia,196,1
6516,32,2207,3/14/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,7/12/1994,431.33,Female,93,42,40-50,Web Designer IV,Manufacturing,Mass Customer,Yes,4121,QLD,8,Australia,291,1
8617,14,2452,3/3/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,9/9/1994,152.55,Female,93,46,40-50,Chemical Engineer,Manufacturing,Mass Customer,Yes,3043,Victoria,7,Australia,302,1
850,93,2207,2/8/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,9/10/2003,834.94,Female,93,42,40-50,Web Designer IV,Manufacturing,Mass Customer,Yes,4121,QLD,8,Australia,325,1
7409,48,1679,8/16/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,11/25/2001,812.44,Female,92,46,40-50,Programmer II,Health,Mass Customer,Yes,2063,New South Wales,11,Australia,136,1
6769,14,1679,5/2/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,4/5/1996,152.55,Female,92,46,40-50,Programmer II,Health,Mass Customer,Yes,2063,New South Wales,11,Australia,242,1
2347,32,1679,2/24/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,3/18/2003,431.33,Female,92,46,40-50,Programmer II,Health,Mass Customer,Yes,2063,New South Wales,11,Australia,309,1
514,57,1679,1/2/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,5/18/2012,1630.25,Female,92,46,40-50,Programmer II,Health,Mass Customer,Yes,2063,New South Wales,11,Australia,362,1
641,93,757,10/19/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,11/3/2000,834.94,Male,91,44,40-50,Environmental Tech,Financial Services,Mass Customer,No,4019,QLD,8,Australia,72,0
11712,27,757,8/27/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,6/23/1999,110.81,Male,91,44,40-50,Environmental Tech,Financial Services,Mass Customer,No,4019,QLD,8,Australia,125,0
13017,57,757,8/17/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1/21/1991,1630.25,Male,91,44,40-50,Environmental Tech,Financial Services,Mass Customer,No,4019,QLD,8,Australia,135,0
95,45,757,2/26/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,84.99,4/12/1993,356.5,Male,91,44,40-50,Environmental Tech,Financial Services,Mass Customer,No,4019,QLD,8,Australia,307,0
18907,61,757,2/7/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,6/17/2015,14.23,Male,91,44,40-50,Environmental Tech,Financial Services,Mass Customer,No,4019,QLD,8,Australia,326,0
436,96,3417,9/26/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,10/10/2002,129.01,Female,91,48,40-50,Social Worker,Health,Mass Customer,No,3131,Victoria,12,Australia,95,0
4982,29,3417,8/8/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,11/22/2016,135.85,Female,91,48,40-50,Social Worker,Health,Mass Customer,No,3131,Victoria,12,Australia,144,0
1747,26,3417,7/30/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,5/26/1993,1230.3,Female,91,48,40-50,Social Worker,Health,Mass Customer,No,3131,Victoria,12,Australia,153,0
4205,7,3417,7/20/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,9/28/2004,745.94,Female,91,48,40-50,Social Worker,Health,Mass Customer,No,3131,Victoria,12,Australia,163,0
